"","x"
"926","2413153"
"927","3551851"
"928","3822074"
"929","3405440"
"930","2339414"
"931","3740610"
"932","3362765"
"933","3362786"
"934","3204019"
"935","3720133"
"936","2840760"
"937","4045780"
"938","3202421"
"939","3475016"
"940","2333672"
"941","3438527"
"942","2350840"
"943","3127352"
"944","3386638"
"945","4014029"
"946","3749516"
"947","3257246"
"948","2318821"
"949","3739827"
"950","3844028"
"951","2559807"
"952","2968399"
"953","3627076"
"954","2599928"
"955","3263790"
"956","3812206"
"957","3346584"
"958","3315181"
"959","3416501"
"960","3561952"
"961","3212364"
"962","2627080"
"963","3322093"
"964","2372924"
"965","3838238"
"966","2831947"
"967","2659887"
"968","2536482"
"969","3749706"
"970","2512930"
"971","2536359"
"972","3147286"
"973","3076489"
"974","2687739"
"975","2835960"
"976","2536347"
"977","3309937"
"978","3513293"
"979","3681705"
"980","3958282"
"981","2664288"
"982","2666566"
"983","3182229"
"984","2807862"
"985","3319297"
"986","2968379"
"987","3833443"
"988","2491935"
"989","3980835"
"990","3347549"
"991","3624697"
"992","2989435"
"993","3181728"
"994","2328573"
"995","2517737"
"996","3683037"
"997","2951567"
"998","2962767"
"999","3439603"
"1000","3018652"
"1001","3358401"
"1002","2682568"
"1003","2726828"
"1004","2773655"
"1005","3275534"
"1006","2521500"
"1007","2595443"
"1008","3175971"
