"","x"
"1","3475038"
"2","2674317"
"3","3556094"
"4","2968399"
"5","2565935"
"6","2968401"
"7","3337042"
"8","2968349"
"9","3551851"
"10","3556202"
"11","3214800"
"12","3407583"
"13","3809690"
"14","3556110"
"15","3096512"
"16","2359439"
"17","3556148"
"18","3556158"
"19","2968436"
"20","3749734"
"21","2968434"
"22","2536332"
"23","3556274"
