,AUC,CoxSnell,Nagelkerke,McFadden,Features
25002,64.46078431,0.231942873,0.247405732,0.095178619,3337168 3585272 2674317 diagnosis
28970,64.46078431,0.188701087,0.20128116,0.075423635,3632862 3780271 3890913 diagnosis
2699,64.46078431,0.188302543,0.200856046,0.0752465,2385696 3346453 3551851 diagnosis
9585,64.46078431,0.162295605,0.173115312,0.063871713,2672467 3103062 3890913 diagnosis
2537,64.45533769,0.307587977,0.328093842,0.13257433,2385696 3157311 3585272 diagnosis
25225,64.45533769,0.302349328,0.32250595,0.129855816,3337168 3475038 3556202 diagnosis
5670,64.45533769,0.259274211,0.276559158,0.108247132,2531129 3337168 3405587 diagnosis
16690,64.45533769,0.237516779,0.25335123,0.097805626,3005266 3336422 3428268 diagnosis
6611,64.45533769,0.227229814,0.242378469,0.092972165,2568968 2815331 3808600 diagnosis
30656,64.45533769,0.215697239,0.230077055,0.087629354,3818376 2968399 2968436 diagnosis
19501,64.45533769,0.20569127,0.219404022,0.083057059,3061438 3279089 3843934 diagnosis
14599,64.45533769,0.203954765,0.217551749,0.08226942,2815331 3336422 2359439 diagnosis
17331,64.45533769,0.178812693,0.19073354,0.071054192,3005266 3214800 2536332 diagnosis
13659,64.45533769,0.178399404,0.190292698,0.070872717,2804221 3428268 2674317 diagnosis
8860,64.45533769,0.167038846,0.178174769,0.06591972,2601230 3808600 3556158 diagnosis
5915,64.45533769,0.151696383,0.161809476,0.059336846,2531129 3585272 3214800 diagnosis
31504,64.45533769,0.131139291,0.139881911,0.050700796,2674317 2968349 3749734 diagnosis
4645,64.44989107,0.276035766,0.294438151,0.116502417,2406361 3475038 3556202 diagnosis
12776,64.44989107,0.269560307,0.287530994,0.113290732,2773545 3475038 2536332 diagnosis
2472,64.44989107,0.266211353,0.283958776,0.111640878,2385696 3104698 2968401 diagnosis
14198,64.44989107,0.225029004,0.240030938,0.091946444,2815331 3005266 3279089 diagnosis
16485,64.44989107,0.224437052,0.239399522,0.091671053,3005266 3103062 3104698 diagnosis
31590,64.44989107,0.17581389,0.187534816,0.069739486,2674317 2968436 2968434 diagnosis
9603,64.44989107,0.164193163,0.175139374,0.064689634,2672467 3103062 3749734 diagnosis
21642,64.44989107,0.145107725,0.154781573,0.056546364,3104698 3818376 3556202 diagnosis
1315,64.44989107,0.123464407,0.131695367,0.047528855,3632862 3556094 diagnosis
15183,64.44989107,0.063501095,0.067734502,0.023662697,2815331 3551851 3407583 diagnosis
4262,64.44444444,0.358272225,0.38215704,0.159991667,2406361 3352040 3808600 diagnosis
4527,64.44444444,0.268060635,0.285931344,0.112550989,2406361 3780271 3475038 diagnosis
25664,64.44444444,0.190799636,0.203519612,0.076357782,3346453 3708874 3096512 diagnosis
19383,64.44444444,0.168295224,0.179514905,0.066464144,3061438 3104698 3818376 diagnosis
558,64.44444444,0.07242546,0.077253824,0.027116218,2815331 3780271 diagnosis
12245,64.43899782,0.331948089,0.354077962,0.145491971,2773545 3279089 2674317 diagnosis
24968,64.43899782,0.280476595,0.299175034,0.11872162,3337168 3500787 3808600 diagnosis
20562,64.43899782,0.217658828,0.232169416,0.088532551,3103062 3405587 3585272 diagnosis
20509,64.43899782,0.211836886,0.225959345,0.085858465,3103062 3352040 2968399 diagnosis
9071,64.43899782,0.207119934,0.220927929,0.08370636,2601230 3556202 2968436 diagnosis
24278,64.43899782,0.194297706,0.207250886,0.077920308,3336422 3405587 3818376 diagnosis
9175,64.43899782,0.091547645,0.097650821,0.034629311,2672467 2674432 2968399 diagnosis
22969,64.4335512,0.34153623,0.364305312,0.150706008,3157311 3500787 3808600 diagnosis
12541,64.4335512,0.322014447,0.343482077,0.140168391,2773545 3585272 3475038 diagnosis
12074,64.4335512,0.288563087,0.307800626,0.122798066,2773545 3103062 3405587 diagnosis
16367,64.4335512,0.250577323,0.267282478,0.104037116,3005266 3017068 3500787 diagnosis
29763,64.4335512,0.241466453,0.257564216,0.099678777,3744589 3475038 2968349 diagnosis
2146,64.4335512,0.234509535,0.250143504,0.096385922,2385696 2815331 3354095 diagnosis
3269,64.4335512,0.233781061,0.249366465,0.096042852,2385696 3809690 2968434 diagnosis
29438,64.4335512,0.204523176,0.218158054,0.082527049,3708874 3475038 2968349 diagnosis
4756,64.4335512,0.198982175,0.212247653,0.080023437,2406361 2968349 3556274 diagnosis
18427,64.4335512,0.187512711,0.200013558,0.074895713,3048778 3103062 3346453 diagnosis
18142,64.4335512,0.182632821,0.194808342,0.072735945,3017068 3843934 2968436 diagnosis
5214,64.4335512,0.161991646,0.172791089,0.063740867,2531129 2844453 3336422 diagnosis
6008,64.4335512,0.159945753,0.170608803,0.0628614,2531129 3780271 3808600 diagnosis
2428,64.4335512,0.138641744,0.147884526,0.053828672,2385696 3103062 3556094 diagnosis
14369,64.4335512,0.131310319,0.140064341,0.050771799,2815331 3103062 3104698 diagnosis
19363,64.4335512,0.118916588,0.126844361,0.045662373,3061438 3103062 2968434 diagnosis
16491,64.42810458,0.213143512,0.22735308,0.086456891,3005266 3103062 3346453 diagnosis
16778,64.42810458,0.195149352,0.208159309,0.07830175,3005266 3346453 2968349 diagnosis
23886,64.42810458,0.176514716,0.188282364,0.070046307,3279089 3843934 2968349 diagnosis
3058,64.42810458,0.151286754,0.161372537,0.059162725,2385696 3843934 3556094 diagnosis
17538,64.42810458,0.12825858,0.136809152,0.049506959,3017068 3104698 2674317 diagnosis
18219,64.42810458,0.063601097,0.06784117,0.023701213,3017068 3556094 3556158 diagnosis
58,64.42810458,0.051918661,0.055379905,0.019229314,3556274 diagnosis
25133,64.42265795,0.237365558,0.253189928,0.097734102,3337168 3808600 3556094 diagnosis
4054,64.42265795,0.23030672,0.245660501,0.094411111,2406361 3134828 3551851 diagnosis
16429,64.42265795,0.221769652,0.236554296,0.090432714,3005266 3048778 3556202 diagnosis
27178,64.42265795,0.201691136,0.215137211,0.081245266,3405587 3585272 3818376 diagnosis
18886,64.42265795,0.176255268,0.18800562,0.06993269,3048778 3500787 2968434 diagnosis
11300,64.42265795,0.16248737,0.173319861,0.063954287,2674432 3500787 3096512 diagnosis
25608,64.42265795,0.159081713,0.169687161,0.062490619,3346453 3585272 3556110 diagnosis
5827,64.41721133,0.25652253,0.273624032,0.106909767,2531129 3405587 3809690 diagnosis
979,64.41721133,0.208357954,0.222248484,0.084269964,3279089 3585272 diagnosis
5171,64.41721133,0.203949087,0.217545693,0.082266848,2531129 2815331 3354095 diagnosis
6854,64.41721133,0.203926078,0.21752115,0.082256423,2568968 3061438 2359439 diagnosis
2694,64.41721133,0.192774648,0.205626291,0.077239152,2385696 3346453 3556094 diagnosis
10585,64.41721133,0.117940876,0.125803601,0.045263183,2674432 2815331 3585272 diagnosis
31650,64.41721133,0.087364691,0.093189003,0.032972406,3556094 2968349 3407583 diagnosis
19174,64.41721133,0.079481515,0.084780283,0.02987035,3048778 2968399 3551851 diagnosis
12620,64.41176471,0.276489196,0.294921809,0.116728383,2773545 3744589 3843934 diagnosis
23611,64.41176471,0.24344532,0.259675008,0.100620934,3279089 3405587 3808600 diagnosis
8161,64.41176471,0.2290628,0.244333653,0.093828688,2601230 3048778 3352040 diagnosis
27698,64.41176471,0.207618903,0.221460163,0.083933408,3428268 3708874 3818376 diagnosis
14753,64.41176471,0.203696357,0.217276114,0.082152359,2815331 3405587 3843934 diagnosis
25992,64.41176471,0.15150735,0.16160784,0.059256483,3346453 3556110 2968434 diagnosis
3805,64.40631808,0.338038832,0.360574754,0.148795377,2406361 3005266 3096512 diagnosis
17608,64.40631808,0.267611084,0.285451823,0.112329535,3017068 3157311 3632862 diagnosis
15883,64.40631808,0.223095745,0.237968794,0.09104782,2844453 3428268 2968436 diagnosis
12050,64.40631808,0.220218477,0.234899709,0.089714531,2773545 3061438 2968349 diagnosis
30737,64.40631808,0.215024486,0.229359452,0.087320111,3818376 3214800 2968436 diagnosis
15735,64.40631808,0.201503802,0.214937389,0.081160639,2844453 3346453 3843934 diagnosis
17858,64.40631808,0.173491406,0.1850575,0.068724568,3017068 3405587 3818376 diagnosis
14602,64.40631808,0.148910499,0.158837865,0.05815431,2815331 3336422 3749734 diagnosis
3726,64.40087146,0.262458562,0.279955799,0.109800997,2406361 2844453 3134828 diagnosis
6482,64.40087146,0.248321549,0.264876319,0.102953112,2568968 2674432 2359439 diagnosis
8405,64.40087146,0.239014891,0.254949217,0.098514968,2601230 3279089 3354095 diagnosis
17202,64.40087146,0.230561247,0.245931997,0.094530401,3005266 2674317 2968349 diagnosis
4552,64.40087146,0.21237469,0.226533002,0.086104655,2406361 3808600 2674317 diagnosis
2084,64.40087146,0.204779073,0.218431011,0.082643093,2385696 2804221 2844453 diagnosis
9471,64.40087146,0.176734855,0.188517178,0.070142737,2672467 3017068 2359439 diagnosis
30574,64.40087146,0.170946217,0.182342631,0.0676156,3818376 3890913 3556202 diagnosis
32182,64.40087146,0.103692752,0.110605602,0.039483683,2968349 3096512 3556274 diagnosis
14961,64.40087146,0.081167763,0.086578948,0.030531655,2815331 3780271 3407583 diagnosis
1619,64.40087146,0.044546828,0.047516616,0.016435732,2968349 2536332 diagnosis
3793,64.39542484,0.354304054,0.377924325,0.157768282,2406361 3005266 2674317 diagnosis
4001,64.39542484,0.313927494,0.334855993,0.13589176,2406361 3104698 3744589 diagnosis
8441,64.39542484,0.261302834,0.278723023,0.109236263,2601230 3336422 3352040 diagnosis
4412,64.39542484,0.245452439,0.261815934,0.101579063,2406361 3500787 3556274 diagnosis
16790,64.39542484,0.193808036,0.206728571,0.077701173,3005266 3346453 2968434 diagnosis
27936,64.39542484,0.142053101,0.151523308,0.055259934,3428268 2968399 3556274 diagnosis
14313,64.39542484,0.11543053,0.123125899,0.044238161,2815331 3048778 3556202 diagnosis
31448,64.39542484,0.088080288,0.093952307,0.033255321,2674317 2968399 2968349 diagnosis
26200,64.38997821,0.227799608,0.242986249,0.093238202,3352040 3632862 3556158 diagnosis
17330,64.38997821,0.185949127,0.198345735,0.074202285,3005266 3214800 2968434 diagnosis
8659,64.38997821,0.158105964,0.168646361,0.062072358,2601230 3428268 2968399 diagnosis
29505,64.38997821,0.084422315,0.090050469,0.031811448,3708874 2968399 2536332 diagnosis
14592,64.38997821,0.082234066,0.087716337,0.03095046,2815331 3336422 3551851 diagnosis
18298,64.38997821,0.041495544,0.044261914,0.015285739,3017068 3551851 2536332 diagnosis
29092,64.38453159,0.289636249,0.308945332,0.123342533,3632862 3475038 3809690 diagnosis
13518,64.38453159,0.235612588,0.251320094,0.096906019,2804221 3346453 3500787 diagnosis
14536,64.38453159,0.229038964,0.244308228,0.093817536,2815331 3279089 3405587 diagnosis
8111,64.38453159,0.227741513,0.24292428,0.093211068,2601230 3017068 3134828 diagnosis
17892,64.38453159,0.191419169,0.204180447,0.076634023,3017068 3428268 3475038 diagnosis
18529,64.38453159,0.185733639,0.198115881,0.074106823,3048778 3134828 2968349 diagnosis
28539,64.38453159,0.182834749,0.195023732,0.07282506,3585272 3708874 3818376 diagnosis
18841,64.38453159,0.139186715,0.148465829,0.054056938,3048778 3428268 2968399 diagnosis
63,64.38453159,0.136372404,0.145463897,0.052879688,2385696 2672467 diagnosis
826,64.38453159,0.13103067,0.139766048,0.050655709,3103062 3808600 diagnosis
14432,64.38453159,0.127823995,0.136345595,0.049327199,2815331 3104698 2674317 diagnosis
5238,64.38453159,0.125725286,0.134106972,0.048460355,2531129 2844453 3551851 diagnosis
32157,64.38453159,0.062073433,0.066211662,0.02311328,2968349 3407583 2536332 diagnosis
8560,64.37908497,0.295639444,0.315348741,0.126403494,2601230 3352040 3475038 diagnosis
26120,64.37908497,0.265045447,0.282715143,0.111068263,3352040 3500787 3632862 diagnosis
2626,64.37908497,0.232496986,0.247996785,0.09543892,2385696 3336422 2968401 diagnosis
2197,64.37908497,0.216707326,0.231154481,0.088094158,2385696 2844453 3585272 diagnosis
10735,64.37908497,0.104075808,0.111014195,0.039637857,2674432 3017068 2968399 diagnosis
21803,64.37908497,0.089925789,0.095920842,0.033985976,3104698 2968349 3551851 diagnosis
7067,64.37363834,0.25314559,0.270021963,0.105275265,2568968 3336422 3500787 diagnosis
7239,64.37363834,0.242028936,0.258164198,0.09994633,2568968 3405587 3632862 diagnosis
11072,64.37363834,0.218210992,0.232758392,0.088787199,2674432 3336422 2968436 diagnosis
13421,64.37363834,0.215232794,0.229581647,0.087415835,2804221 3279089 2674317 diagnosis
10013,64.37363834,0.173263205,0.184814085,0.068624999,2672467 3500787 2674317 diagnosis
7957,64.37363834,0.154306689,0.164593801,0.060448382,2601230 2804221 3556110 diagnosis
30173,64.37363834,0.123998114,0.132264655,0.04774853,3780271 2968349 3749734 diagnosis
4203,64.36819172,0.29333135,0.312886773,0.125223547,2406361 3337168 2968349 diagnosis
22811,64.36819172,0.254264706,0.271215687,0.105816118,3157311 3346453 3843934 diagnosis
8014,64.36819172,0.230530571,0.245899276,0.094516021,2601230 2844453 3005266 diagnosis
7374,64.36819172,0.220015189,0.234682869,0.089620516,2568968 3632862 3214800 diagnosis
18631,64.36819172,0.216046194,0.230449274,0.087789862,3048778 3336422 3744589 diagnosis
20762,64.36819172,0.214393077,0.228685949,0.087030113,3103062 3744589 3556274 diagnosis
9351,64.36819172,0.200109489,0.213450121,0.080531389,2672467 2844453 3346453 diagnosis
27899,64.36819172,0.157364986,0.167855985,0.061755057,3428268 2674317 2968434 diagnosis
2551,64.3627451,0.359489641,0.383455617,0.160676548,2385696 3157311 2968401 diagnosis
20891,64.3627451,0.256697364,0.273810522,0.106994593,3103062 3475038 2359439 diagnosis
19574,64.3627451,0.243621504,0.259862938,0.100704937,3061438 3337168 3843934 diagnosis
25143,64.3627451,0.231126621,0.246535063,0.094795516,3337168 3808600 3556110 diagnosis
13273,64.3627451,0.218555586,0.233125958,0.08894621,2804221 3103062 3809690 diagnosis
14401,64.3627451,0.211901287,0.226028039,0.085887937,2815331 3103062 3809690 diagnosis
252,64.3627451,0.209863171,0.223854049,0.084956397,2568968 3632862 diagnosis
18722,64.3627451,0.209010678,0.222944723,0.084567469,3048778 3346453 2359439 diagnosis
11831,64.3627451,0.191891081,0.20468382,0.076844585,2773545 2815331 3556110 diagnosis
5135,64.3627451,0.18901897,0.201620235,0.075564982,2531129 2804221 3890913 diagnosis
17476,64.3627451,0.183331293,0.195553379,0.073044287,3017068 3103062 3134828 diagnosis
9957,64.3627451,0.181540167,0.193642845,0.07225412,2672467 3405587 2968349 diagnosis
5234,64.3627451,0.136242419,0.145325247,0.052825407,2531129 2844453 2968399 diagnosis
30655,64.3627451,0.133292961,0.142179158,0.051595918,3818376 2968399 3556158 diagnosis
10178,64.3627451,0.113196009,0.120742409,0.043328208,2672467 3808600 3551851 diagnosis
31784,64.3627451,0.078227535,0.083442704,0.029379356,2968399 2968349 3556202 diagnosis
24836,64.35729847,0.354052542,0.377656045,0.157627819,3337168 3352040 3500787 diagnosis
3699,64.35729847,0.275967899,0.294365759,0.116468608,2406361 2815331 3475038 diagnosis
7367,64.35729847,0.229820683,0.245142062,0.094183429,2568968 3632862 3556094 diagnosis
24961,64.35729847,0.209162919,0.223107113,0.084636894,3337168 3428268 2536332 diagnosis
9483,64.35729847,0.200850293,0.214240313,0.080865576,2672467 3048778 3279089 diagnosis
8815,64.35729847,0.184740257,0.197056274,0.073667079,2601230 3744589 2536332 diagnosis
31335,64.35729847,0.157190037,0.167669373,0.061680182,3475038 2968349 2536332 diagnosis
5188,64.35729847,0.156808488,0.167262387,0.061516938,2531129 2815331 2565935 diagnosis
30638,64.35729847,0.118234248,0.126116531,0.045383163,3818376 3556094 3556158 diagnosis
25098,64.35185185,0.357098256,0.380904807,0.159332458,3337168 3744589 2968436 diagnosis
8491,64.35185185,0.321250573,0.342667278,0.139762255,2601230 3337168 3475038 diagnosis
7381,64.35185185,0.291256068,0.310673139,0.124165904,2568968 3632862 2968436 diagnosis
12735,64.35185185,0.208046529,0.221916298,0.084128106,2773545 3843934 2536332 diagnosis
5823,64.35185185,0.196953414,0.210083642,0.079111103,2531129 3405587 3551851 diagnosis
4176,64.35185185,0.179290569,0.191243274,0.071264141,2406361 3336422 3556158 diagnosis
11662,64.35185185,0.091094832,0.097167821,0.034449579,2674432 3551851 2968434 diagnosis
30854,64.35185185,0.089218827,0.095166748,0.033705906,3843934 2674317 2968434 diagnosis
22732,64.34640523,0.33119405,0.353273654,0.145085103,3157311 3336422 3500787 diagnosis
7061,64.34640523,0.305754845,0.326138501,0.131620723,2568968 3336422 3337168 diagnosis
11888,64.34640523,0.289993223,0.309326104,0.123523825,2773545 3005266 3048778 diagnosis
17136,64.34640523,0.28993148,0.309260245,0.123492461,3005266 3843934 3475038 diagnosis
21180,64.34640523,0.239793111,0.255779318,0.098883999,3104698 3279089 3808600 diagnosis
4874,64.34640523,0.235399533,0.251092835,0.096805503,2531129 2568968 3708874 diagnosis
9781,64.34640523,0.19356621,0.206470624,0.077593001,2672467 3336422 3475038 diagnosis
4168,64.34640523,0.179423477,0.191385042,0.071322554,2406361 3336422 3551851 diagnosis
16088,64.34640523,0.146532539,0.156301375,0.057147986,2844453 3818376 3214800 diagnosis
8477,64.34095861,0.330262624,0.352280133,0.144583153,2601230 3337168 3352040 diagnosis
3091,64.34095861,0.283612505,0.302520006,0.120296985,2385696 3890913 2359439 diagnosis
3995,64.34095861,0.27573903,0.294121632,0.116354616,2406361 3104698 3405587 diagnosis
8324,64.34095861,0.246974256,0.263439206,0.102307227,2601230 3134828 3336422 diagnosis
28108,64.34095861,0.229586576,0.244892348,0.094073813,3500787 3632862 3890913 diagnosis
8029,64.34095861,0.199380404,0.212672431,0.080202792,2601230 2844453 3428268 diagnosis
3664,64.34095861,0.197554136,0.210724412,0.079381007,2406361 2804221 3096512 diagnosis
29080,64.34095861,0.179632895,0.191608421,0.071414613,3632862 3890913 2536332 diagnosis
4163,64.34095861,0.175579653,0.187284963,0.069636996,2406361 3336422 3556094 diagnosis
24321,64.34095861,0.134299499,0.143252799,0.052015025,3336422 3428268 3214800 diagnosis
16448,64.33551198,0.272448747,0.290611997,0.114719803,3005266 3061438 3337168 diagnosis
7586,64.33551198,0.256494674,0.273594319,0.106896255,2568968 2674317 2359439 diagnosis
6749,64.33551198,0.244617841,0.260925698,0.101180346,2568968 3017068 3808600 diagnosis
20635,64.33551198,0.16172094,0.172502336,0.063624376,3103062 3500787 2968399 diagnosis
11465,64.33551198,0.140576543,0.149948312,0.054639735,2674432 3808600 2536332 diagnosis
15387,64.33551198,0.133201363,0.142081454,0.051557802,2844453 3048778 2674317 diagnosis
18553,64.33006536,0.265764408,0.283482035,0.111421261,3048778 3157311 3585272 diagnosis
12683,64.33006536,0.209053312,0.2229902,0.08458691,2773545 3808600 3556110 diagnosis
14224,64.33006536,0.198088716,0.21129463,0.079621364,2815331 3005266 3556202 diagnosis
9335,64.33006536,0.194946741,0.207943191,0.078210966,2672467 2815331 2968436 diagnosis
19049,64.33006536,0.164383528,0.175342429,0.064771791,3048778 3818376 3890913 diagnosis
14188,64.33006536,0.122260244,0.130410927,0.04703371,2815331 2844453 2968434 diagnosis
640,64.32461874,0.259970479,0.277301844,0.108586318,3005266 3337168 diagnosis
4839,64.32461874,0.256719456,0.273834086,0.107005312,2406361 2968436 2968434 diagnosis
2743,64.32461874,0.244708735,0.26102265,0.101223748,2385696 3352040 3749734 diagnosis
23703,64.32461874,0.234180194,0.249792207,0.096230781,3279089 3585272 3843934 diagnosis
6810,64.32461874,0.202334896,0.215823889,0.081536233,2568968 3048778 3096512 diagnosis
11337,64.32461874,0.197777238,0.210962388,0.079481299,2674432 3632862 3708874 diagnosis
14145,64.32461874,0.13893689,0.148199349,0.053952278,2815331 2844453 3017068 diagnosis
12622,64.31917211,0.324387597,0.346013437,0.14143307,2773545 3744589 3475038 diagnosis
22935,64.31917211,0.297098366,0.316904924,0.127151322,3157311 3428268 3632862 diagnosis
8112,64.31917211,0.273946627,0.292209736,0.115463122,2601230 3017068 3157311 diagnosis
12767,64.31917211,0.272223858,0.290372115,0.114608334,2773545 3475038 3407583 diagnosis
13078,64.31917211,0.25292426,0.269785878,0.105168395,2804221 3005266 3500787 diagnosis
28985,64.31917211,0.229358071,0.244648609,0.093966853,3632862 3780271 2359439 diagnosis
4912,64.31917211,0.15556791,0.165939104,0.060986673,2531129 2601230 3103062 diagnosis
21521,64.31917211,0.145538146,0.155240689,0.056728002,3104698 3632862 3556110 diagnosis
10837,64.31917211,0.134669491,0.143647457,0.052169207,2674432 3061438 2968434 diagnosis
16202,64.31917211,0.109292074,0.116578212,0.041743916,2844453 2968399 2968349 diagnosis
9184,64.31917211,0.078546188,0.083782601,0.029504061,2672467 2674432 3556110 diagnosis
18317,64.31917211,0.066438431,0.07086766,0.024795731,3017068 3214800 3556158 diagnosis
6198,64.31917211,0.150224274,0.160239226,0.05871149,2531129 2565935 2968349 diagnosis
3546,64.31372549,0.322761898,0.344279358,0.140566238,2406361 2674432 3744589 diagnosis
14715,64.31372549,0.22091757,0.235645408,0.090038029,2815331 3354095 3632862 diagnosis
8094,64.31372549,0.211908053,0.226035256,0.085891034,2601230 3005266 3556202 diagnosis
13065,64.31372549,0.202490922,0.215990316,0.081606788,2804221 3005266 3061438 diagnosis
12105,64.31372549,0.194908178,0.207902056,0.07819369,2773545 3103062 2536332 diagnosis
28589,64.31372549,0.180072417,0.192077245,0.0716079,3585272 3780271 3808600 diagnosis
5916,64.31372549,0.122169285,0.130313904,0.046996336,2531129 3585272 3407583 diagnosis
31808,64.31372549,0.036869079,0.039327017,0.013549043,2968399 3551851 2536332 diagnosis
10697,64.30827887,0.244650799,0.260960853,0.101196083,2674432 3005266 3407583 diagnosis
22046,64.30827887,0.229029396,0.244298023,0.093813061,3134828 3337168 3214800 diagnosis
30790,64.30827887,0.222848941,0.237705537,0.090933261,3818376 2968436 3556274 diagnosis
3874,64.30827887,0.2169087,0.23136928,0.088186894,2406361 3048778 3708874 diagnosis
6774,64.30827887,0.199986352,0.213318775,0.080475871,2568968 3048778 3061438 diagnosis
13439,64.30827887,0.186522179,0.198956991,0.074456271,2804221 3279089 2536332 diagnosis
13765,64.30827887,0.18622538,0.198640405,0.074324702,2804221 3632862 3556274 diagnosis
16257,64.30827887,0.185951266,0.198348017,0.074203232,2844453 2968349 2968436 diagnosis
3519,64.30827887,0.18441517,0.196709515,0.073523288,2406361 2672467 2968434 diagnosis
5904,64.30827887,0.174024793,0.185626445,0.068957404,2531129 3585272 3843934 diagnosis
28663,64.30827887,0.143811095,0.153398502,0.055999739,3585272 3843934 2674317 diagnosis
581,64.30827887,0.066206469,0.070620234,0.024706125,2815331 2968434 diagnosis
9464,64.30827887,0.060922303,0.06498379,0.022670892,2672467 3017068 3551851 diagnosis
3610,64.30283224,0.295002981,0.314669846,0.126077734,2406361 2773545 3556202 diagnosis
25506,64.30283224,0.285850077,0.304906749,0.12142528,3346453 3405587 3475038 diagnosis
13554,64.30283224,0.252751743,0.269601859,0.105085117,2804221 3352040 3632862 diagnosis
6915,64.30283224,0.245198842,0.261545432,0.101457865,2568968 3104698 3632862 diagnosis
3930,64.30283224,0.241273594,0.2573585,0.099587087,2406361 3061438 2968349 diagnosis
9218,64.30283224,0.224300786,0.239254172,0.091607689,2672467 2773545 3808600 diagnosis
15953,64.30283224,0.214476668,0.228775113,0.087068492,2844453 3632862 3890913 diagnosis
13758,64.30283224,0.159093648,0.169699891,0.062495738,2804221 3632862 3096512 diagnosis
21524,64.30283224,0.158925779,0.169520831,0.062423744,3104698 3632862 3556158 diagnosis
8675,64.30283224,0.143740799,0.153323519,0.055970127,2601230 3428268 2536332 diagnosis
9085,64.30283224,0.129587984,0.138227183,0.050057406,2601230 3214800 2536332 diagnosis
7111,64.29738562,0.302221341,0.322369431,0.129789655,2568968 3337168 3843934 diagnosis
23477,64.29738562,0.287567432,0.306738594,0.122293657,3279089 3337168 3808600 diagnosis
6638,64.29738562,0.233358412,0.248915639,0.095843958,2568968 2844453 3048778 diagnosis
29250,64.29738562,0.22073852,0.235454421,0.089955148,3632862 3809690 3556158 diagnosis
16707,64.29738562,0.205879967,0.219605298,0.083142751,3005266 3336422 2968349 diagnosis
27128,64.29738562,0.205280908,0.218966301,0.082870773,3405587 3428268 2968349 diagnosis
8351,64.29738562,0.205073178,0.218744723,0.082776509,2601230 3134828 3407583 diagnosis
9765,64.29738562,0.202162357,0.215639848,0.081458226,2672467 3336422 3337168 diagnosis
22298,64.29738562,0.200525899,0.213894292,0.080719199,3134828 3632862 3214800 diagnosis
25925,64.29738562,0.196608788,0.209716041,0.078956354,3346453 2968349 2359439 diagnosis
16167,64.29738562,0.130986927,0.139719389,0.050637554,2844453 2674317 2968349 diagnosis
5516,64.291939,0.262500847,0.280000903,0.109821675,2531129 3134828 3337168 diagnosis
4064,64.291939,0.25585988,0.272917205,0.106588448,2406361 3134828 3749734 diagnosis
11485,64.291939,0.244151621,0.260428396,0.100957808,2674432 3818376 2968436 diagnosis
10610,64.291939,0.2130745,0.227279466,0.086425259,2674432 2815331 2968436 diagnosis
5982,64.291939,0.20009363,0.213433205,0.080524238,2531129 3744589 3780271 diagnosis
12830,64.291939,0.176017307,0.187751794,0.069828515,2773545 2968399 2536332 diagnosis
19317,64.291939,0.161336391,0.172092151,0.06345896,3048778 2968436 3556274 diagnosis
548,64.291939,0.133566707,0.142471154,0.051709854,2815331 3346453 diagnosis
18377,64.291939,0.089334971,0.095290635,0.033751903,3017068 2536332 3556274 diagnosis
11939,64.28649237,0.278778966,0.29736423,0.117871655,2773545 3017068 3279089 diagnosis
656,64.28649237,0.269836174,0.287825252,0.113426974,3005266 3475038 diagnosis
16734,64.28649237,0.263397451,0.280957281,0.110260426,3005266 3337168 3818376 diagnosis
20873,64.28649237,0.239561542,0.255532312,0.09877415,3103062 3890913 2968436 diagnosis
23702,64.28649237,0.221098572,0.235838476,0.090121833,3279089 3585272 3818376 diagnosis
11996,64.28649237,0.20913473,0.223077045,0.084624038,2773545 3048778 3780271 diagnosis
17583,64.28649237,0.181062643,0.193133486,0.072043749,3017068 3134828 2968349 diagnosis
25362,64.28649237,0.160600489,0.171307189,0.063142618,3337168 3214800 3407583 diagnosis
28414,64.28649237,0.138274228,0.14749251,0.053674816,3500787 2968349 2968434 diagnosis
5362,64.28649237,0.135297908,0.144317769,0.052431229,2531129 3048778 3808600 diagnosis
8390,64.28104575,0.276401723,0.294828505,0.116684781,2601230 3157311 3407583 diagnosis
2678,64.28104575,0.251489752,0.268255736,0.104476507,2385696 3346453 3352040 diagnosis
8826,64.28104575,0.245568572,0.261939811,0.10163458,2601230 3780271 2968401 diagnosis
17457,64.28104575,0.113162167,0.120706312,0.043314444,3017068 3061438 2968399 diagnosis
20266,64.28104575,0.104501286,0.111468038,0.039809184,3103062 3104698 2536332 diagnosis
20308,64.27559913,0.277041636,0.295511079,0.117003883,3103062 3157311 3279089 diagnosis
13084,64.27559913,0.23861344,0.254521003,0.098324748,2804221 3005266 3808600 diagnosis
3744,64.27559913,0.210985497,0.225051197,0.085469069,2406361 2844453 3843934 diagnosis
7812,64.27559913,0.183663966,0.195908231,0.073191239,2601230 2672467 3749734 diagnosis
9138,64.27559913,0.156138235,0.166547451,0.061230352,2601230 3749734 3556274 diagnosis
3068,64.27559913,0.154103585,0.164377157,0.060361772,2385696 3843934 3556110 diagnosis
9550,64.27559913,0.125113399,0.133454292,0.048208015,2672467 3061438 2968349 diagnosis
9413,64.27015251,0.259631085,0.276939824,0.108420943,2672467 3005266 2674317 diagnosis
25618,64.27015251,0.239359192,0.255316471,0.098678188,3346453 3632862 3744589 diagnosis
3112,64.27015251,0.234157792,0.249768312,0.09622023,2385696 3475038 3556158 diagnosis
20439,64.27015251,0.209413976,0.223374907,0.084751411,3103062 3337168 3556094 diagnosis
