,AUC,CoxSnell,Nagelkerke,McFadden,Features
13093,58.54575163,0.31141291,0.332173771,0.134572241,2804221 3005266 2968401 diagnosis
22012,58.54575163,0.287325202,0.306480215,0.122171047,3134828 3336422 3809690 diagnosis
19701,58.54575163,0.208801055,0.222721125,0.084471898,3061438 3405587 3585272 diagnosis
7753,58.54575163,0.198931098,0.212193171,0.080000439,2568968 3556158 3556274 diagnosis
7673,58.54575163,0.17667297,0.188451168,0.070115626,2568968 3551851 3556202 diagnosis
30075,58.54575163,0.170814259,0.182201876,0.067558197,3780271 3475038 2968434 diagnosis
20199,58.54575163,0.166624778,0.177733096,0.065740472,3061438 3096512 2359439 diagnosis
30354,58.54575163,0.128892575,0.137485413,0.049769363,3808600 2674317 3556094 diagnosis
11494,58.54575163,0.102362308,0.109186462,0.03894871,2674432 3843934 2968399 diagnosis
32297,58.54575163,0.055135844,0.058811567,0.020455292,3556202 3407583 3556158 diagnosis
7313,58.54030501,0.370680148,0.395392158,0.16703366,2568968 3500787 2968401 diagnosis
23230,58.54030501,0.359106224,0.383046639,0.160460709,3157311 3475038 3556110 diagnosis
23370,58.54030501,0.29258375,0.312089334,0.124842184,3157311 3214800 3749734 diagnosis
17026,58.54030501,0.222949154,0.237812431,0.090979773,3005266 3708874 3407583 diagnosis
22409,58.54030501,0.200798837,0.214185426,0.080842353,3134828 3808600 2968434 diagnosis
22453,58.54030501,0.178583311,0.190488865,0.070953459,3134828 3843934 3749734 diagnosis
30492,58.54030501,0.178510461,0.190411159,0.070921473,3808600 3407583 2359439 diagnosis
7684,58.54030501,0.160998004,0.171731204,0.063313463,2568968 3551851 2536332 diagnosis
681,58.54030501,0.147040701,0.156843414,0.057362798,3017068 3134828 diagnosis
24735,58.54030501,0.081365041,0.086789377,0.030609102,3336422 3214800 3096512 diagnosis
1350,58.54030501,0.073825993,0.078747726,0.027661207,3708874 3407583 diagnosis
21207,58.53485839,0.231794085,0.247247024,0.095108756,3104698 3336422 3352040 diagnosis
31230,58.53485839,0.214019318,0.228287273,0.08685856,3890913 2968436 2536332 diagnosis
25679,58.53485839,0.212828282,0.227016835,0.086312427,3346453 3744589 3556094 diagnosis
28186,58.53485839,0.200841163,0.214230574,0.080861455,3500787 3780271 3890913 diagnosis
27620,58.53485839,0.200359403,0.213716696,0.080644094,3428268 3500787 2968399 diagnosis
4812,58.53485839,0.157182863,0.16766172,0.061677111,2406361 3556110 3096512 diagnosis
21876,58.53485839,0.134782441,0.143767937,0.052216288,3104698 3556110 3749734 diagnosis
5001,58.53485839,0.112136914,0.119612708,0.042897718,2531129 2672467 3556158 diagnosis
23421,58.52941176,0.338893735,0.361486651,0.149261477,3157311 2968436 2536332 diagnosis
13562,58.52941176,0.299050678,0.31898739,0.128154488,2804221 3352040 3475038 diagnosis
16674,58.52941176,0.270537925,0.288573787,0.11377378,3005266 3279089 3407583 diagnosis
13357,58.52941176,0.256115573,0.273189945,0.1067124,2804221 3134828 2359439 diagnosis
29885,58.52941176,0.25039666,0.26708977,0.103950178,3744589 3551851 2968436 diagnosis
20272,58.52941176,0.23264159,0.24815103,0.09550688,3103062 3134828 3346453 diagnosis
6902,58.52941176,0.225630044,0.240672047,0.092226279,2568968 3103062 3556274 diagnosis
12608,58.52941176,0.221821731,0.236609847,0.090456851,2773545 3708874 3556110 diagnosis
24245,58.52941176,0.201133948,0.214542878,0.080993618,3336422 3354095 3808600 diagnosis
26816,58.52941176,0.198384081,0.211609687,0.079754234,3354095 3808600 2674317 diagnosis
13834,58.52941176,0.186479353,0.19891131,0.074437283,2804221 3780271 3809690 diagnosis
25065,58.52941176,0.184680279,0.196992298,0.073640546,3337168 3708874 3214800 diagnosis
31815,58.52941176,0.164817983,0.175805849,0.064959362,2968399 3556202 2359439 diagnosis
15991,58.52941176,0.130399755,0.139093072,0.050393937,2844453 3708874 3407583 diagnosis
30236,58.52941176,0.124008658,0.132275902,0.047752871,3780271 3556110 3749734 diagnosis
5241,58.52941176,0.119708648,0.127689224,0.04598675,2531129 2844453 3407583 diagnosis
31822,58.52941176,0.058529664,0.062431641,0.021753114,2968399 3214800 3407583 diagnosis
32287,58.52941176,0.051770653,0.05522203,0.019173013,3556202 3214800 3556158 diagnosis
26067,58.52396514,0.326478761,0.348244012,0.142551164,3352040 3405587 3475038 diagnosis
19645,58.52396514,0.304548209,0.324851423,0.130994396,3061438 3352040 3475038 diagnosis
16817,58.52396514,0.282566223,0.301403971,0.119770606,3005266 3352040 3809690 diagnosis
18550,58.52396514,0.274941718,0.293271166,0.115957782,3048778 3157311 3405587 diagnosis
29693,58.52396514,0.231746363,0.247196121,0.095086351,3744589 3818376 3890913 diagnosis
18762,58.52396514,0.211177974,0.225256506,0.085557065,3048778 3352040 3556274 diagnosis
32338,58.52396514,0.171275155,0.182693499,0.06775873,3556202 2968436 3749734 diagnosis
27861,58.52396514,0.167009099,0.178143039,0.065906839,3428268 3890913 2536332 diagnosis
15939,58.52396514,0.135985354,0.145051044,0.052718082,2844453 3585272 3096512 diagnosis
606,58.52396514,0.135896745,0.144956528,0.052681095,2844453 3808600 diagnosis
11729,58.52396514,0.134285203,0.14323755,0.052009069,2674432 3556158 3749734 diagnosis
29409,58.52396514,0.116066082,0.123803821,0.044497394,3708874 3843934 2968434 diagnosis
9384,58.52396514,0.109979447,0.11731141,0.042022361,2672467 2844453 2968434 diagnosis
26024,58.51851852,0.251937829,0.268733685,0.10469248,3352040 3354095 3428268 diagnosis
11457,58.51851852,0.243565858,0.259803582,0.100678403,2674432 3808600 3809690 diagnosis
26143,58.51851852,0.240612749,0.256653598,0.099273079,3352040 3500787 3556158 diagnosis
22233,58.51851852,0.221126534,0.235868303,0.090134781,3134828 3500787 2674317 diagnosis
11156,58.51851852,0.210578814,0.224617402,0.085283214,2674432 3352040 3780271 diagnosis
7717,58.51851852,0.173140371,0.184683063,0.068571416,2568968 3407583 2536332 diagnosis
8251,58.51851852,0.171536625,0.1829724,0.067872544,2601230 3103062 3585272 diagnosis
25261,58.51851852,0.167854189,0.179044468,0.066272938,3337168 3556094 3551851 diagnosis
22003,58.51851852,0.166135171,0.177210849,0.065528639,3134828 3336422 3556094 diagnosis
27666,58.51851852,0.153580661,0.163819372,0.060138876,3428268 3585272 3556274 diagnosis
14865,58.51851852,0.131531444,0.140300207,0.05086362,2815331 3585272 3556274 diagnosis
13470,58.51851852,0.104688569,0.111667807,0.039884622,2804221 3336422 3096512 diagnosis
31509,58.51851852,0.065976478,0.07037491,0.024617303,2674317 3551851 3214800 diagnosis
23234,58.5130719,0.400646414,0.427356175,0.184630183,3157311 3475038 2968436 diagnosis
16811,58.5130719,0.368211022,0.392758423,0.165621331,3005266 3352040 2968401 diagnosis
22963,58.5130719,0.304794506,0.32511414,0.131122153,3157311 3428268 3556274 diagnosis
22844,58.5130719,0.281553693,0.300323939,0.119261938,3157311 3352040 3818376 diagnosis
4319,58.5130719,0.263138624,0.280681199,0.110133715,2406361 3354095 3556274 diagnosis
22667,58.5130719,0.218755083,0.233338756,0.089038299,3134828 2359439 3556158 diagnosis
13861,58.5130719,0.199001335,0.21226809,0.080032064,2804221 3808600 2359439 diagnosis
5788,58.5130719,0.194236755,0.207185872,0.077893024,2531129 3354095 2565935 diagnosis
13933,58.5130719,0.158968227,0.169566109,0.062441948,2804221 3890913 3556274 diagnosis
10542,58.5130719,0.156444444,0.166874074,0.061361252,2674432 2804221 3808600 diagnosis
11490,58.5130719,0.148862584,0.158786756,0.058134005,2674432 3843934 3890913 diagnosis
10698,58.50762527,0.276602173,0.295042318,0.116784707,2674432 3005266 3809690 diagnosis
30501,58.50762527,0.261534806,0.27897046,0.109349543,3808600 3809690 2359439 diagnosis
18806,58.50762527,0.218214435,0.232762064,0.088788787,3048778 3405587 3890913 diagnosis
3505,58.50762527,0.21346429,0.227695243,0.086603957,2406361 2672467 2565935 diagnosis
17313,58.50762527,0.212510099,0.226677439,0.086166668,3005266 3556202 3556110 diagnosis
28307,58.50762527,0.206051371,0.219788129,0.083220608,3500787 3475038 3407583 diagnosis
21203,58.50762527,0.197043784,0.210180036,0.079151693,3104698 3279089 2536332 diagnosis
17220,58.50762527,0.195703273,0.208750158,0.078550061,3005266 3556094 2968349 diagnosis
12802,58.50762527,0.182958494,0.195155727,0.072879681,2773545 3556094 3556202 diagnosis
21837,58.50762527,0.174778113,0.186429987,0.069286502,3104698 3556202 2968436 diagnosis
18047,58.50762527,0.172363322,0.18385421,0.068232628,3017068 3744589 3556158 diagnosis
5140,58.50762527,0.169945803,0.181275524,0.067180639,2531129 2804221 2565935 diagnosis
10255,58.50762527,0.129230457,0.13784582,0.049909287,2672467 3890913 2968434 diagnosis
30055,58.50762527,0.124944293,0.133273913,0.048138308,3780271 3890913 2968434 diagnosis
18366,58.50762527,0.053960338,0.057557694,0.020006857,3017068 3556158 2536332 diagnosis
9260,58.50762527,0.12616267,0.134573514,0.048640839,2672467 2804221 3428268 diagnosis
4090,58.50217865,0.359126263,0.383068014,0.160471986,2406361 3157311 2565935 diagnosis
6949,58.50217865,0.299079998,0.319018665,0.128169575,2568968 3134828 3352040 diagnosis
22402,58.50217865,0.297991528,0.31785763,0.127609914,3134828 3808600 3809690 diagnosis
22202,58.50217865,0.264531431,0.282166859,0.110816102,3134828 3428268 3475038 diagnosis
27298,58.50217865,0.23580471,0.251525024,0.096996682,3405587 3780271 3809690 diagnosis
23426,58.50217865,0.228841639,0.244097748,0.093725235,3157311 2968434 2536332 diagnosis
655,58.50217865,0.223039269,0.237908553,0.091021602,3005266 3890913 diagnosis
22322,58.50217865,0.205509605,0.219210245,0.082974579,3134828 3708874 2968349 diagnosis
14673,58.50217865,0.198316,0.211537066,0.079723603,2815331 3346453 3749734 diagnosis
31264,58.50217865,0.184318891,0.196606817,0.073480714,3475038 3556094 3407583 diagnosis
31872,58.50217865,0.1754264,0.187121493,0.069569956,2968399 2359439 3556274 diagnosis
16109,58.50217865,0.117602638,0.125442814,0.045124904,2844453 3843934 3556202 diagnosis
4501,58.49673203,0.349675414,0.372987109,0.155192032,2406361 3744589 3890913 diagnosis
6976,58.49673203,0.273484313,0.291716601,0.115233537,2568968 3134828 3096512 diagnosis
16830,58.49673203,0.268489018,0.286388286,0.112762143,3005266 3354095 3585272 diagnosis
12613,58.49673203,0.252977361,0.269842519,0.105194033,2773545 3708874 3749734 diagnosis
7310,58.49673203,0.248862769,0.26545362,0.103212897,2568968 3500787 3556094 diagnosis
21317,58.49673203,0.248214271,0.264761889,0.102901641,3104698 3352040 3585272 diagnosis
7419,58.49673203,0.246534936,0.262970598,0.102096869,2568968 3744589 2674317 diagnosis
31153,58.49673203,0.198544929,0.211781257,0.079826612,3890913 3551851 2359439 diagnosis
18019,58.49673203,0.120212526,0.128226694,0.046193258,3017068 3708874 3096512 diagnosis
13131,58.49673203,0.114665297,0.12230965,0.043926281,2804221 3017068 3843934 diagnosis
4253,58.4912854,0.352375534,0.375867236,0.156692651,2406361 3352040 3354095 diagnosis
30071,58.4912854,0.237295072,0.253114743,0.097700768,3780271 3475038 2359439 diagnosis
24462,58.4912854,0.213679388,0.227924681,0.086702606,3336422 3744589 3407583 diagnosis
6657,58.4912854,0.212781175,0.226966587,0.086290844,2568968 2844453 3780271 diagnosis
29894,58.4912854,0.203965286,0.217562972,0.082274187,3744589 3556202 3096512 diagnosis
14128,58.4912854,0.198758415,0.212008976,0.079922699,2804221 2359439 3556274 diagnosis
21569,58.4912854,0.198290858,0.211510249,0.079712292,3104698 3744589 3551851 diagnosis
7462,58.4912854,0.187285126,0.199770801,0.074794699,2568968 3780271 2536332 diagnosis
21880,58.4912854,0.179245273,0.191194958,0.071244235,3104698 3096512 2359439 diagnosis
14478,58.4912854,0.157046273,0.167516024,0.061618664,2815331 3134828 3551851 diagnosis
28202,58.4912854,0.140051634,0.14938841,0.054419514,3500787 3780271 3556158 diagnosis
31842,58.4912854,0.086514496,0.092282129,0.032636565,2968399 3407583 3556274 diagnosis
25237,58.48583878,0.31735432,0.338511275,0.137697784,3337168 3475038 3556274 diagnosis
4128,58.48583878,0.310083333,0.330755555,0.133876495,2406361 3279089 2565935 diagnosis
5098,58.48583878,0.27362901,0.291870944,0.115305378,2531129 2773545 3809690 diagnosis
17225,58.48583878,0.265974517,0.283706152,0.111524486,3005266 3556094 3809690 diagnosis
22177,58.48583878,0.26533435,0.283023307,0.111210069,3134828 3405587 2968349 diagnosis
22181,58.48583878,0.259742866,0.277059058,0.108475402,3134828 3405587 3407583 diagnosis
17607,58.48583878,0.251304043,0.268057646,0.104387033,3017068 3157311 3585272 diagnosis
10251,58.48583878,0.212331167,0.226486578,0.086084726,2672467 3890913 2359439 diagnosis
24421,58.48583878,0.138050814,0.147254202,0.053581319,3336422 3708874 3780271 diagnosis
11058,58.48583878,0.118405669,0.126299381,0.045453287,2674432 3336422 3556094 diagnosis
28039,58.48583878,0.099903972,0.106564237,0.037962292,3428268 3556110 3556158 diagnosis
24475,58.48583878,0.084567837,0.090205692,0.031868778,3336422 3780271 3843934 diagnosis
419,58.48583878,0.07443325,0.079395467,0.027897764,2674432 2968399 diagnosis
3904,58.48039216,0.261863762,0.279321346,0.109510244,2406361 3061438 3134828 diagnosis
23196,58.48039216,0.253282889,0.270168415,0.105341576,3157311 3843934 2536332 diagnosis
30797,58.48039216,0.217135666,0.231611377,0.088291444,3843934 3890913 3475038 diagnosis
10074,58.48039216,0.207841151,0.221697228,0.084034584,2672467 3632862 2968401 diagnosis
12139,58.48039216,0.20489921,0.218559157,0.082697585,2773545 3104698 3556110 diagnosis
19585,58.48039216,0.204007064,0.217607535,0.082293117,3061438 3337168 3214800 diagnosis
16425,58.48039216,0.196810403,0.209931096,0.079046878,3005266 3048778 2565935 diagnosis
10110,58.48039216,0.194975952,0.207974348,0.078224053,2672467 3708874 2359439 diagnosis
12051,58.48039216,0.193883295,0.206808848,0.077734844,2773545 3061438 3551851 diagnosis
14137,58.48039216,0.184713718,0.197027966,0.073655339,2804221 2968436 3556274 diagnosis
20132,58.48039216,0.161305496,0.172059195,0.063445673,3061438 2968349 3749734 diagnosis
13266,58.48039216,0.145105635,0.154779344,0.056545483,2804221 3103062 2565935 diagnosis
11508,58.48039216,0.144473082,0.154104621,0.056278712,2674432 3843934 3749734 diagnosis
15495,58.48039216,0.122154064,0.130297669,0.046990082,2844453 3104698 3336422 diagnosis
12858,58.47494553,0.363616343,0.387857432,0.163007827,2773545 2968401 2968436 diagnosis
23124,58.47494553,0.322410776,0.343904827,0.140379291,3157311 3780271 2968436 diagnosis
23550,58.47494553,0.317864759,0.339055742,0.137967574,3279089 3352040 3475038 diagnosis
3397,58.47494553,0.315817478,0.336871977,0.136886711,2406361 2568968 2674317 diagnosis
19710,58.47494553,0.31135706,0.332114197,0.134542988,3061438 3405587 3475038 diagnosis
11929,58.47494553,0.302254046,0.322404316,0.12980656,2773545 3005266 3749734 diagnosis
17368,58.47494553,0.272147971,0.290291169,0.114570728,3005266 2359439 2968436 diagnosis
26248,58.47494553,0.231627871,0.247069729,0.095030726,3352040 3744589 3407583 diagnosis
15774,58.47494553,0.230565664,0.245936708,0.094532471,2844453 3352040 2968399 diagnosis
14681,58.47494553,0.228813706,0.244067953,0.093712171,2815331 3352040 3585272 diagnosis
30313,58.47494553,0.228568949,0.243806879,0.093597719,3808600 3890913 3475038 diagnosis
18802,58.47494553,0.210146487,0.224156252,0.085085745,3048778 3405587 3780271 diagnosis
29964,58.47494553,0.209601857,0.223575314,0.084837135,3744589 3749734 3556274 diagnosis
11790,58.47494553,0.201608792,0.215049379,0.081208066,2773545 2804221 2536332 diagnosis
10763,58.47494553,0.194379877,0.207338535,0.077957094,2674432 3048778 3354095 diagnosis
16210,58.47494553,0.181925544,0.194053913,0.072423985,2844453 2968399 2359439 diagnosis
12113,58.46949891,0.28971028,0.309024299,0.123380122,2773545 3104698 3352040 diagnosis
25012,58.46949891,0.270256488,0.288273587,0.113634654,3337168 3585272 3809690 diagnosis
26402,58.46949891,0.253439682,0.270335661,0.105417317,3352040 2674317 3407583 diagnosis
7529,58.46949891,0.22667828,0.241790165,0.09271484,2568968 3843934 3749734 diagnosis
4687,58.46949891,0.168113159,0.179320703,0.0663852,2406361 3556094 3096512 diagnosis
20859,58.46949891,0.154931503,0.165260269,0.060714953,3103062 3890913 3556094 diagnosis
30240,58.46949891,0.152210736,0.162358118,0.059555599,3780271 3096512 2359439 diagnosis
1530,58.46949891,0.061703576,0.065817147,0.022971082,2674317 3407583 diagnosis
31340,58.46405229,0.27824753,0.296797366,0.117605989,3475038 3551851 3809690 diagnosis
6292,58.46405229,0.27000862,0.288009194,0.113512167,2531129 3809690 2968436 diagnosis
12367,58.46405229,0.241844885,0.257967877,0.099858762,2773545 3346453 3556158 diagnosis
31205,58.46405229,0.237185629,0.252998005,0.097649018,3890913 3556110 2968436 diagnosis
18849,58.46405229,0.235087155,0.250759632,0.09665818,3048778 3428268 3809690 diagnosis
7388,58.46405229,0.232527155,0.248028966,0.095453098,2568968 3708874 3808600 diagnosis
25607,58.46405229,0.229970329,0.245301684,0.094253514,3346453 3585272 3809690 diagnosis
27376,58.46405229,0.219308939,0.233929535,0.089294086,3405587 3843934 3556274 diagnosis
25674,58.46405229,0.216829107,0.231284381,0.088150237,3346453 3744589 3818376 diagnosis
25111,58.46405229,0.215462128,0.229826269,0.08752125,3337168 3780271 2565935 diagnosis
16878,58.46405229,0.212198656,0.226345233,0.086024054,3005266 3405587 3551851 diagnosis
10802,58.46405229,0.165282818,0.176301673,0.065160157,2674432 3061438 3336422 diagnosis
909,58.46405229,0.151373247,0.161464797,0.059199484,3134828 3843934 diagnosis
16181,58.46405229,0.129737351,0.138386507,0.050119304,2844453 2674317 3556274 diagnosis
18482,58.46405229,0.124648569,0.132958473,0.048016439,3048778 3104698 3890913 diagnosis
22048,58.45860566,0.311122257,0.331863741,0.134420032,3134828 3337168 3809690 diagnosis
20319,58.45860566,0.263200809,0.28074753,0.110164155,3103062 3157311 3708874 diagnosis
15616,58.45860566,0.245056223,0.261393305,0.101389722,2844453 3279089 3354095 diagnosis
9300,58.45860566,0.232571253,0.248076004,0.095473822,2672467 2815331 3157311 diagnosis
29733,58.45860566,0.212496075,0.22666248,0.086160245,3744589 3843934 3749734 diagnosis
25266,58.45860566,0.177977606,0.189842779,0.070687599,3337168 3556094 3556110 diagnosis
17802,58.45860566,0.176144939,0.187887935,0.069884386,3017068 3352040 2968349 diagnosis
1435,58.45860566,0.12642412,0.134852394,0.048748768,3808600 3556274 diagnosis
31166,58.45860566,0.111539126,0.118975068,0.042654963,3890913 3556202 3556158 diagnosis
13146,58.45860566,0.111079788,0.118485107,0.042468541,2804221 3017068 3096512 diagnosis
9630,58.45860566,0.08691628,0.092710699,0.032795237,2672467 3104698 2968399 diagnosis
31576,58.45860566,0.074780655,0.079766032,0.028033166,2674317 3096512 2536332 diagnosis
15920,58.45315904,0.245527206,0.261895686,0.101614804,2844453 3585272 3744589 diagnosis
17228,58.45315904,0.23585239,0.251575883,0.097019186,3005266 3556094 2359439 diagnosis
1144,58.45315904,0.197402349,0.210562505,0.07931279,3352040 2359439 diagnosis
10550,58.45315904,0.146849291,0.156639243,0.05728187,2674432 2804221 2565935 diagnosis
31138,58.45315904,0.1418276,0.151282774,0.055165148,3890913 2968349 3556110 diagnosis
6029,58.45315904,0.123868324,0.132126213,0.047695096,2531129 3780271 3749734 diagnosis
31161,58.45315904,0.117245253,0.125061603,0.044978855,3890913 3556202 3407583 diagnosis
3613,58.44771242,0.34660806,0.369715264,0.153494859,2406361 2773545 3809690 diagnosis
13551,58.44771242,0.223826417,0.238748178,0.091387191,2804221 3352040 3428268 diagnosis
22673,58.44771242,0.223528257,0.238430141,0.091248668,3134828 3556158 2968436 diagnosis
9285,58.44771242,0.186699154,0.199145764,0.074534745,2672467 2804221 2359439 diagnosis
9641,58.44771242,0.186681726,0.199127174,0.074527016,2672467 3104698 2359439 diagnosis
28975,58.44771242,0.183746067,0.195995804,0.073227514,3632862 3780271 2565935 diagnosis
28189,58.44771242,0.148316979,0.158204777,0.057902876,3500787 3780271 3556094 diagnosis
6308,58.44771242,0.133579334,0.142484623,0.05171511,2531129 3096512 3749734 diagnosis
28101,58.44771242,0.18946068,0.202091392,0.07576148,3500787 3585272 3556274 diagnosis
32183,58.44771242,0.14286797,0.152392501,0.055602661,2968349 2359439 3556158 diagnosis
30199,58.44771242,0.081836842,0.087292632,0.030794388,3780271 3556202 2968434 diagnosis
6974,58.4422658,0.331782601,0.353901441,0.145402636,2568968 3134828 3809690 diagnosis
4051,58.4422658,0.266626492,0.284401591,0.111844986,2406361 3134828 2565935 diagnosis
17674,58.4422658,0.216930993,0.23139306,0.088197162,3017068 3279089 3556274 diagnosis
22219,58.4422658,0.210480229,0.224512244,0.085238175,3134828 3428268 3749734 diagnosis
29627,58.4422658,0.208937949,0.222867146,0.084534308,3708874 2359439 3556274 diagnosis
18761,58.4422658,0.193155083,0.206032089,0.077409174,3048778 3352040 2536332 diagnosis
25883,58.4422658,0.184820307,0.197141661,0.073702495,3346453 2968399 3749734 diagnosis
1502,58.4422658,0.152317968,0.162472499,0.059601222,3475038 2674317 diagnosis
28507,58.4422658,0.144338068,0.153960606,0.056221797,3500787 2536332 3556274 diagnosis
19357,58.4422658,0.099729564,0.106378202,0.037892413,3061438 3103062 3556110 diagnosis
11063,58.4422658,0.098901518,0.105494953,0.037560827,2674432 3336422 3551851 diagnosis
20511,58.43681917,0.331923539,0.354051775,0.145478717,3103062 3352040 2968401 diagnosis
28719,58.43681917,0.280603519,0.299310421,0.118785248,3585272 3475038 2968436 diagnosis
25450,58.43681917,0.223073025,0.23794456,0.091037273,3346453 3352040 3214800 diagnosis
2940,58.43681917,0.219965895,0.234630288,0.089597723,2385696 3708874 2565935 diagnosis
23306,58.43681917,0.213557289,0.227794441,0.086646605,3157311 2565935 2968434 diagnosis
25613,58.43681917,0.213001556,0.22720166,0.086391828,3346453 3585272 3749734 diagnosis
16318,58.43681917,0.196121132,0.209195874,0.078737492,2844453 3556110 2359439 diagnosis
1495,58.43681917,0.194979519,0.207978153,0.078225652,3890913 2359439 diagnosis
29866,58.43681917,0.181996467,0.194129565,0.072455255,3744589 2968349 3407583 diagnosis
8534,58.43681917,0.176921146,0.188715889,0.070224361,2601230 3346453 3556202 diagnosis
28089,58.43681917,0.173447115,0.185010256,0.068705241,3500787 3585272 3556202 diagnosis
30887,58.43681917,0.162103378,0.172910269,0.063788959,3843934 2968399 2968436 diagnosis
20210,58.43681917,0.157674947,0.16818661,0.061887755,3061438 2359439 2536332 diagnosis
22443,58.43681917,0.155920114,0.166314789,0.061137137,3134828 3843934 3551851 diagnosis
32423,58.43681917,0.105261078,0.112278483,0.040115329,3407583 3096512 3749734 diagnosis
4135,58.43137255,0.329338804,0.351294724,0.144085991,2406361 3279089 3809690 diagnosis
22926,58.43137255,0.301273877,0.321358802,0.129300254,3157311 3405587 2359439 diagnosis
4506,58.43137255,0.298003742,0.317870658,0.127616188,2406361 3744589 2565935 diagnosis
4335,58.43137255,0.268655577,0.286565949,0.112844275,2406361 3405587 2565935 diagnosis
23012,58.43137255,0.250736541,0.267452311,0.10411375,3157311 3585272 3407583 diagnosis
16795,58.43137255,0.246353711,0.262777292,0.102010129,3005266 3352040 3428268 diagnosis
4414,58.43137255,0.242328005,0.258483206,0.100088668,2406361 3585272 3708874 diagnosis
9712,58.43137255,0.221440479,0.236203178,0.090280189,2672467 3157311 2968349 diagnosis
15942,58.43137255,0.217567707,0.232072221,0.088490545,2844453 3585272 2968436 diagnosis
23831,58.43137255,0.204995388,0.218661747,0.082741216,3279089 3780271 3556274 diagnosis
6895,58.43137255,0.198271347,0.211489437,0.079703515,2568968 3103062 3096512 diagnosis
12883,58.43137255,0.195303748,0.208323998,0.078370945,2773545 3551851 2359439 diagnosis
3175,58.43137255,0.191362018,0.204119486,0.076608532,2385696 2565935 3556202 diagnosis
14762,58.43137255,0.184958992,0.197289591,0.073763861,2815331 3405587 3551851 diagnosis
27855,58.43137255,0.18220661,0.194353718,0.072547923,3428268 3890913 3096512 diagnosis
19737,58.43137255,0.17691522,0.188709568,0.070221764,3061438 3428268 3808600 diagnosis
11309,58.43137255,0.161125672,0.171867384,0.06336835,2674432 3585272 3708874 diagnosis
28146,58.43137255,0.157575243,0.168080259,0.061845065,3500787 3708874 3407583 diagnosis
17764,58.43137255,0.153555609,0.16379265,0.060128201,3017068 3346453 3556094 diagnosis
22382,58.43137255,0.142452888,0.151949748,0.055428041,3134828 3780271 3556158 diagnosis
9369,58.43137255,0.098499352,0.105065975,0.037399892,2672467 2844453 2968399 diagnosis
9428,58.42592593,0.281896068,0.300689139,0.119433858,2672467 3005266 2968436 diagnosis
23851,58.42592593,0.275399492,0.293759458,0.116185569,3279089 3808600 2968436 diagnosis
22708,58.42592593,0.259418393,0.276712953,0.108317344,3157311 3279089 2968399 diagnosis
14632,58.42592593,0.254679079,0.271657684,0.106016585,2815331 3337168 3809690 diagnosis
22669,58.42592593,0.23708772,0.252893567,0.097602727,3134828 2359439 3749734 diagnosis
6134,58.42592593,0.217442183,0.231938329,0.088432688,2531129 3475038 3556110 diagnosis
19578,58.42592593,0.204327276,0.217949094,0.082438238,3061438 3337168 3556094 diagnosis
14336,58.42592593,0.193050098,0.205920105,0.077362247,2815331 3061438 3405587 diagnosis
32514,58.42592593,0.182987154,0.195186297,0.072892333,3096512 2359439 3749734 diagnosis
7692,58.42592593,0.182840592,0.195029965,0.072827638,2568968 3556202 3556158 diagnosis
10269,58.42592593,0.174273671,0.185891916,0.069066097,2672467 3475038 3556110 diagnosis
263,58.42592593,0.171816086,0.183270491,0.067994228,2568968 2968399 diagnosis
1275,58.42592593,0.098869748,0.105461064,0.03754811,3500787 2536332 diagnosis
30490,58.42592593,0.094667408,0.100978569,0.035870051,3808600 3407583 3556110 diagnosis
23692,58.4204793,0.304358728,0.32464931,0.130896142,3279089 3500787 2968436 diagnosis
23344,58.4204793,0.278705552,0.297285922,0.117834944,3157311 3551851 2359439 diagnosis
19700,58.4204793,0.262136519,0.279612287,0.109643545,3061438 3405587 3500787 diagnosis
25475,58.4204793,0.237127552,0.252936056,0.097621559,3346453 3354095 2674317 diagnosis
9709,58.4204793,0.216162848,0.230573704,0.087843535,2672467 3157311 2968399 diagnosis
26435,58.4204793,0.190648324,0.203358212,0.076290346,3352040 2968399 3556202 diagnosis
7596,58.4204793,0.185544903,0.197914564,0.074023233,2568968 3556094 2968349 diagnosis
30462,58.4204793,0.134067234,0.14300505,0.05191827,3808600 3551851 3749734 diagnosis
17539,58.4204793,0.102208183,0.109022062,0.038886787,3017068 3104698 3556094 diagnosis
28471,58.41503268,0.274853204,0.293176751,0.115913754,3500787 3809690 3556274 diagnosis
25731,58.41503268,0.266788317,0.284574205,0.11192458,3346453 3808600 2968401 diagnosis
11512,58.41503268,0.242919332,0.259113954,0.100370266,2674432 3890913 3475038 diagnosis
15276,58.41503268,0.232523562,0.248025132,0.095451409,2844453 3005266 3104698 diagnosis
20732,58.41503268,0.23055192,0.245922048,0.094526029,3103062 3708874 2968436 diagnosis
25055,58.41503268,0.226407676,0.241501521,0.092588654,3337168 3708874 3890913 diagnosis
12831,58.41503268,0.22424341,0.239192971,0.091581012,2773545 2968399 3556274 diagnosis
27130,58.41503268,0.221913049,0.236707252,0.090499178,3405587 3428268 3556202 diagnosis
26840,58.41503268,0.196376325,0.20946808,0.078852007,3354095 3818376 3556094 diagnosis
7625,58.41503268,0.17815783,0.190035019,0.070766684,2568968 2968399 2968434 diagnosis
14248,58.41503268,0.175929968,0.187658632,0.069790287,2815331 3017068 3354095 diagnosis
